person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio,loan_to_income_ratio,income_band,age_group,employment_stability,credit_history_category,flag_prior_default,flag_high_loan_burden,flag_low_income_high_grade_risk,flag_renter,default_probability,credit_risk_score,risk_tier,loan_decision,decision_reasons
29,58000,MORTGAGE,9.0,EDUCATION,B,15900,10.99,0,0.2741,N,6,0.0301,0.2741,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.3175575757758888,709,Low,Approve,Low risk tier (PD=31.8%) — acceptable risk under standard policy.
35,160000,RENT,3.0,MEDICAL,A,7500,8.0,0,0.0469,N,8,0.0038,0.0469,100k+,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.0914429933591442,845,Very Low,Approve,Very Low risk tier (PD=9.1%) — strong repayment profile.
31,58000,MORTGAGE,15.0,VENTURE,A,8875,7.49,0,0.153,N,6,0.0115,0.153,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.0755724331660426,855,Very Low,Approve,Very Low risk tier (PD=7.6%) — strong repayment profile.
29,165000,RENT,2.0,EDUCATION,B,7500,10.62,0,0.0455,N,7,0.0048,0.0455,100k+,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.0992856379240481,840,Very Low,Approve,Very Low risk tier (PD=9.9%) — strong repayment profile.
33,58000,MORTGAGE,2.0,VENTURE,B,15000,9.91,0,0.2586,N,9,0.0256,0.2586,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.2069010969937432,776,Low,Approve,Low risk tier (PD=20.7%) — acceptable risk under standard policy.
31,58000,OWN,6.0,PERSONAL,B,6200,10.65,0,0.1069,N,6,0.0114,0.1069,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.0298473778128319,882,Very Low,Approve,Very Low risk tier (PD=3.0%) — strong repayment profile.
27,85000,RENT,1.0,DEBTCONSOLIDATION,A,7525,7.49,0,0.0885,N,8,0.0066,0.0885,75-100k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.1651483193003265,801,Very Low,Approve,Very Low risk tier (PD=16.5%) — strong repayment profile.
35,40000,RENT,2.0,MEDICAL,C,7550,13.92,0,0.1888,N,9,0.0263,0.1888,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.6407953263268442,516,High,Manual Review,High risk tier (PD=64.1%) — requires underwriter judgement and possibly additional collateral/guarantor.
27,52000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,3000,15.96,1,0.0577,Y,6,0.0092,0.0577,50-75k,26-35,Stable(7y+),Established(5-10y),1,0,0,0,0.4385236224399997,637,Moderate,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
35,58000,MORTGAGE,8.0,MEDICAL,C,6000,12.99,0,0.1034,Y,8,0.0134,0.1034,50-75k,26-35,Stable(7y+),Established(5-10y),1,0,0,0,0.2624407167705962,743,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
28,18000,RENT,9.0,HOMEIMPROVEMENT,A,7600,8.49,1,0.4222,N,9,0.0358,0.4222,<25k,26-35,Stable(7y+),Established(5-10y),0,1,0,1,0.9776630886523232,313,Very High,Reject,Very High risk tier (PD=97.8%) — default probability too high for approval under current risk appetite.
27,28000,RENT,1.0,DEBTCONSOLIDATION,B,7600,10.99,0,0.2714,N,7,0.0298,0.2714,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.8059537059822484,416,Very High,Reject,Very High risk tier (PD=80.6%) — default probability too high for approval under current risk appetite.
30,58000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,5350,9.99,0,0.0922,N,9,0.0092,0.0922,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.1876418064956124,787,Very Low,Approve,Very Low risk tier (PD=18.8%) — strong repayment profile.
34,58000,MORTGAGE,18.0,HOMEIMPROVEMENT,A,4000,5.42,0,0.069,N,8,0.0037,0.069,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.0966093811843626,842,Very Low,Approve,Very Low risk tier (PD=9.7%) — strong repayment profile.
28,58000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,6700,9.99,0,0.1155,N,5,0.0115,0.1155,50-75k,26-35,Stable(7y+),Building(2-5y),0,0,0,0,0.2150552320316556,771,Low,Approve,Low risk tier (PD=21.5%) — acceptable risk under standard policy.
35,33000,RENT,2.0,VENTURE,C,7600,15.27,0,0.2303,N,6,0.0352,0.2303,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.5817217708026384,551,High,Manual Review,High risk tier (PD=58.2%) — requires underwriter judgement and possibly additional collateral/guarantor.
27,33000,RENT,2.0,MEDICAL,A,7600,8.0,0,0.2303,N,10,0.0184,0.2303,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.5762004101458944,554,High,Manual Review,High risk tier (PD=57.6%) — requires underwriter judgement and possibly additional collateral/guarantor.
27,58000,MORTGAGE,7.0,VENTURE,B,2800,11.99,0,0.0483,N,8,0.0058,0.0483,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.0768523579872288,854,Very Low,Approve,Very Low risk tier (PD=7.7%) — strong repayment profile.
30,44208,RENT,1.0,MEDICAL,A,7600,7.74,0,0.1719,N,8,0.0133,0.1719,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.3563284184080627,686,Low,Approve,Low risk tier (PD=35.6%) — acceptable risk under standard policy.
30,58000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,3000,5.42,0,0.0517,N,9,0.0028,0.0517,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.0827534851960389,850,Very Low,Approve,Very Low risk tier (PD=8.3%) — strong repayment profile.
27,45000,RENT,10.0,MEDICAL,D,7600,14.59,1,0.1689,Y,8,0.0246,0.1689,25-50k,26-35,Stable(7y+),Established(5-10y),1,0,0,1,0.9055519561804763,357,Very High,Reject,Very High risk tier (PD=90.6%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
27,51996,RENT,7.0,HOMEIMPROVEMENT,C,7600,14.17,0,0.1462,N,8,0.0207,0.1462,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.6484311375168311,511,High,Manual Review,High risk tier (PD=64.8%) — requires underwriter judgement and possibly additional collateral/guarantor.
30,61000,RENT,4.0,HOMEIMPROVEMENT,C,7600,13.48,0,0.1246,Y,6,0.0168,0.1246,50-75k,26-35,Established(3-7y),Established(5-10y),1,0,0,1,0.5564306436936147,566,High,Manual Review,High risk tier (PD=55.6%) — requires underwriter judgement and possibly additional collateral/guarantor. | Note: applicant also has a prior bureau default on file.
28,58000,MORTGAGE,8.0,VENTURE,A,9600,7.49,0,0.1655,N,7,0.0124,0.1655,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.0832338507475098,850,Very Low,Approve,Very Low risk tier (PD=8.3%) — strong repayment profile.
29,33000,RENT,4.0,HOMEIMPROVEMENT,E,7650,19.29,1,0.2318,Y,6,0.0447,0.2318,25-50k,26-35,Established(3-7y),Established(5-10y),1,0,0,1,0.9847104306301672,309,Very High,Reject,Very High risk tier (PD=98.5%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
30,58000,OWN,7.0,PERSONAL,A,6000,5.79,0,0.1034,N,5,0.006,0.1034,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,0,0.0128352688658506,892,Very Low,Approve,Very Low risk tier (PD=1.3%) — strong repayment profile.
31,58000,OWN,15.0,MEDICAL,C,14500,13.06,0,0.25,N,7,0.0326,0.25,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.1328521231897845,820,Very Low,Approve,Very Low risk tier (PD=13.3%) — strong repayment profile.
28,58000,MORTGAGE,0.0,VENTURE,C,12500,13.43,0,0.2155,N,8,0.0289,0.2155,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,0,0.2383898438858776,757,Low,Approve,Low risk tier (PD=23.8%) — acceptable risk under standard policy.
31,58000,MORTGAGE,0.0,EDUCATION,A,3625,6.17,0,0.0625,N,5,0.0039,0.0625,50-75k,26-35,Unstable(<1y),Building(2-5y),0,0,0,0,0.041039347565416,875,Very Low,Approve,Very Low risk tier (PD=4.1%) — strong repayment profile.
28,30000,RENT,2.0,MEDICAL,B,7700,12.42,0,0.2567,N,8,0.0319,0.2567,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.7546079688635938,447,Very High,Reject,Very High risk tier (PD=75.5%) — default probability too high for approval under current risk appetite.
30,58000,MORTGAGE,2.0,MEDICAL,A,13200,7.49,0,0.2276,N,10,0.017,0.2276,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.263435539197759,742,Low,Approve,Low risk tier (PD=26.3%) — acceptable risk under standard policy.
27,58000,MORTGAGE,11.0,MEDICAL,B,3250,11.86,0,0.056,N,8,0.0066,0.056,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.168337800867603,799,Very Low,Approve,Very Low risk tier (PD=16.8%) — strong repayment profile.
34,58000,OWN,8.0,MEDICAL,A,3000,6.76,0,0.0517,N,10,0.0035,0.0517,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.0121064131726071,893,Very Low,Approve,Very Low risk tier (PD=1.2%) — strong repayment profile.
28,58000,MORTGAGE,12.0,EDUCATION,A,3000,7.49,0,0.0517,N,8,0.0039,0.0517,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.0479310054717088,871,Very Low,Approve,Very Low risk tier (PD=4.8%) — strong repayment profile.
30,58000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,9000,13.23,0,0.1552,N,6,0.0205,0.1552,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.4512231152336575,629,Moderate,Approve with Conditions,Moderate risk tier (PD=45.1%) — approve with adjusted terms (higher rate and/or lower approved amount).
27,58000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,7.51,0,0.2069,N,8,0.0155,0.2069,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.3277968922355752,703,Low,Approve,Low risk tier (PD=32.8%) — acceptable risk under standard policy.
30,48000,RENT,0.0,PERSONAL,A,7725,8.94,0,0.1609,N,5,0.0144,0.1609,25-50k,26-35,Unstable(<1y),Building(2-5y),0,0,0,1,0.2937048268938046,724,Low,Approve,Low risk tier (PD=29.4%) — acceptable risk under standard policy.
29,56200,RENT,0.0,EDUCATION,E,7725,13.75,1,0.1375,N,6,0.0189,0.1375,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.8329335781790133,400,Very High,Reject,Very High risk tier (PD=83.3%) — default probability too high for approval under current risk appetite.
30,58000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,4000,11.12,0,0.069,N,6,0.0077,0.069,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,0,0.2329609025362903,760,Low,Approve,Low risk tier (PD=23.3%) — acceptable risk under standard policy.
27,58000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,6500,13.98,0,0.1121,Y,8,0.0157,0.1121,50-75k,26-35,Stable(7y+),Established(5-10y),1,0,0,0,0.3508314264484558,690,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
29,24000,RENT,4.0,VENTURE,C,7750,13.85,1,0.3229,N,8,0.0447,0.3229,<25k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.7874116752836617,428,Very High,Reject,Very High risk tier (PD=78.7%) — default probability too high for approval under current risk appetite.
28,58000,MORTGAGE,3.0,VENTURE,A,4000,7.14,0,0.069,N,9,0.0049,0.069,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.0361669277714844,878,Very Low,Approve,Very Low risk tier (PD=3.6%) — strong repayment profile.
29,58000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,1800,6.76,0,0.031,N,8,0.0021,0.031,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.0676389044467134,859,Very Low,Approve,Very Low risk tier (PD=6.8%) — strong repayment profile.
29,26400,RENT,5.0,MEDICAL,C,7750,14.27,1,0.2936,N,7,0.0419,0.2936,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.8628754486090857,382,Very High,Reject,Very High risk tier (PD=86.3%) — default probability too high for approval under current risk appetite.
34,26400,RENT,0.0,DEBTCONSOLIDATION,C,7750,12.87,0,0.2936,Y,5,0.0378,0.2936,25-50k,26-35,Unstable(<1y),Building(2-5y),1,0,0,1,0.8709920507893495,377,Very High,Reject,Very High risk tier (PD=87.1%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
27,29000,RENT,3.0,MEDICAL,B,7750,11.86,0,0.2672,N,5,0.0317,0.2672,25-50k,26-35,Early(1-3y),Building(2-5y),0,0,0,1,0.7709236416187293,437,Very High,Reject,Very High risk tier (PD=77.1%) — default probability too high for approval under current risk appetite.
32,58000,OWN,3.0,VENTURE,C,8000,13.85,0,0.1379,N,10,0.0191,0.1379,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.035823950373813,879,Very Low,Approve,Very Low risk tier (PD=3.6%) — strong repayment profile.
30,30000,RENT,0.0,VENTURE,D,7750,13.87,1,0.2583,Y,9,0.0358,0.2583,25-50k,26-35,Unstable(<1y),Established(5-10y),1,0,0,1,0.9119261277614512,353,Very High,Reject,Very High risk tier (PD=91.2%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
28,32000,RENT,2.0,MEDICAL,C,7750,14.22,0,0.2422,Y,5,0.0344,0.2422,25-50k,26-35,Early(1-3y),Building(2-5y),1,0,0,1,0.7695191312733762,438,Very High,Reject,Very High risk tier (PD=77.0%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
29,58000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,14000,7.51,0,0.2414,N,7,0.0181,0.2414,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.3974419087514878,662,Moderate,Approve with Conditions,Moderate risk tier (PD=39.7%) — approve with adjusted terms (higher rate and/or lower approved amount).
31,41558,RENT,3.0,EDUCATION,E,7750,16.45,0,0.1865,N,7,0.0307,0.1865,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.9227634224320912,346,Very High,Reject,Very High risk tier (PD=92.3%) — default probability too high for approval under current risk appetite.
27,58000,OWN,4.0,EDUCATION,B,4000,11.14,0,0.069,N,10,0.0077,0.069,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.0202257434753212,888,Very Low,Approve,Very Low risk tier (PD=2.0%) — strong repayment profile.
27,58000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,1500,13.48,0,0.0259,N,9,0.0035,0.0259,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.2408975847290912,755,Low,Approve,Low risk tier (PD=24.1%) — acceptable risk under standard policy.
29,28000,RENT,8.0,PERSONAL,B,7800,8.88,0,0.2786,N,7,0.0247,0.2786,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.7116780491160344,473,Very High,Reject,Very High risk tier (PD=71.2%) — default probability too high for approval under current risk appetite.
28,30100,RENT,0.0,PERSONAL,C,7800,14.35,0,0.2591,N,10,0.0372,0.2591,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.7637089455848807,442,Very High,Reject,Very High risk tier (PD=76.4%) — default probability too high for approval under current risk appetite.
31,58000,OWN,7.0,VENTURE,C,14000,12.87,0,0.2414,N,9,0.0311,0.2414,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.0566732492942136,866,Very Low,Approve,Very Low risk tier (PD=5.7%) — strong repayment profile.
29,58000,OTHER,0.0,HOMEIMPROVEMENT,B,14000,11.83,0,0.2414,N,8,0.0286,0.2414,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,0,0.5694235887565451,558,High,Manual Review,High risk tier (PD=56.9%) — requires underwriter judgement and possibly additional collateral/guarantor.
28,58000,MORTGAGE,11.0,VENTURE,A,10000,9.32,0,0.1724,N,10,0.0161,0.1724,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.1072029100813583,836,Very Low,Approve,Very Low risk tier (PD=10.7%) — strong repayment profile.
31,58000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,6000,9.32,0,0.1034,N,5,0.0096,0.1034,50-75k,26-35,Stable(7y+),Building(2-5y),0,0,0,0,0.2121387763781493,773,Low,Approve,Low risk tier (PD=21.2%) — acceptable risk under standard policy.
29,40320,RENT,6.0,MEDICAL,B,7800,8.88,0,0.1935,N,10,0.0172,0.1935,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.4845005826767639,609,Moderate,Approve with Conditions,Moderate risk tier (PD=48.5%) — approve with adjusted terms (higher rate and/or lower approved amount).
27,41004,RENT,11.0,MEDICAL,B,7800,11.14,0,0.1902,N,7,0.0212,0.1902,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.5379768382668995,577,High,Manual Review,High risk tier (PD=53.8%) — requires underwriter judgement and possibly additional collateral/guarantor.
29,52044,MORTGAGE,12.0,EDUCATION,A,8875,7.9,1,0.1705,N,7,0.0135,0.1705,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.1389171149188326,817,Very Low,Approve,Very Low risk tier (PD=13.9%) — strong repayment profile.
27,58075,MORTGAGE,6.0,MEDICAL,A,4000,5.99,0,0.0689,N,6,0.0041,0.0689,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.0680120147407147,859,Very Low,Approve,Very Low risk tier (PD=6.8%) — strong repayment profile.
28,58200,MORTGAGE,8.0,PERSONAL,B,4500,11.12,0,0.0773,N,7,0.0086,0.0773,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.1355925485101439,819,Very Low,Approve,Very Low risk tier (PD=13.6%) — strong repayment profile.
34,54000,RENT,2.0,VENTURE,D,7800,14.84,1,0.1444,N,6,0.0214,0.1444,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.757124495832346,446,Very High,Reject,Very High risk tier (PD=75.7%) — default probability too high for approval under current risk appetite.
30,58239,MORTGAGE,3.0,VENTURE,A,10500,6.62,0,0.1803,N,5,0.0119,0.1803,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,0,0.0840251416856783,850,Very Low,Approve,Very Low risk tier (PD=8.4%) — strong repayment profile.
28,70000,RENT,1.0,DEBTCONSOLIDATION,A,7800,7.9,0,0.1114,N,8,0.0088,0.1114,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.2202057422649011,768,Low,Approve,Low risk tier (PD=22.0%) — acceptable risk under standard policy.
29,72000,RENT,4.0,DEBTCONSOLIDATION,C,7800,13.48,0,0.1083,Y,8,0.0146,0.1083,50-75k,26-35,Established(3-7y),Established(5-10y),1,0,0,1,0.4367941920252182,638,Moderate,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
32,93158,RENT,16.0,HOMEIMPROVEMENT,D,7800,16.29,0,0.0837,N,6,0.0136,0.0837,75-100k,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.8879652738863815,367,Very High,Reject,Very High risk tier (PD=88.8%) — default probability too high for approval under current risk appetite.
30,52500,MORTGAGE,14.0,EDUCATION,A,10000,9.63,1,0.1905,N,8,0.0183,0.1905,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.1885555522689607,787,Very Low,Approve,Very Low risk tier (PD=18.9%) — strong repayment profile.
35,58570,MORTGAGE,8.0,HOMEIMPROVEMENT,A,11000,7.88,0,0.1878,N,9,0.0148,0.1878,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.2963728442674441,722,Low,Approve,Low risk tier (PD=29.6%) — acceptable risk under standard policy.
28,47000,RENT,9.0,MEDICAL,B,7875,10.99,0,0.1676,N,10,0.0184,0.1676,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.4567342622326766,626,Moderate,Approve with Conditions,Moderate risk tier (PD=45.7%) — approve with adjusted terms (higher rate and/or lower approved amount).
27,52600,MORTGAGE,2.0,PERSONAL,D,21600,17.27,1,0.4106,N,9,0.0709,0.4106,50-75k,26-35,Early(1-3y),Established(5-10y),0,1,0,0,0.9409271705407388,335,Very High,Reject,Very High risk tier (PD=94.1%) — default probability too high for approval under current risk appetite.
28,58600,OTHER,1.0,HOMEIMPROVEMENT,A,4550,8.0,0,0.0776,N,8,0.0062,0.0776,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,0,0.1833564351082605,790,Very Low,Approve,Very Low risk tier (PD=18.3%) — strong repayment profile.
31,36572,RENT,4.0,MEDICAL,A,7900,7.49,0,0.216,N,7,0.0162,0.216,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.5011199389105504,599,Moderate,Approve with Conditions,Moderate risk tier (PD=50.1%) — approve with adjusted terms (higher rate and/or lower approved amount).
27,37000,RENT,4.0,EDUCATION,B,7900,11.11,0,0.2135,N,7,0.0237,0.2135,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.4880154816696294,607,Moderate,Approve with Conditions,Moderate risk tier (PD=48.8%) — approve with adjusted terms (higher rate and/or lower approved amount).
29,58656,OWN,0.0,EDUCATION,B,8000,11.14,0,0.1364,N,6,0.0152,0.1364,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,0,0.030790167744826,882,Very Low,Approve,Very Low risk tier (PD=3.1%) — strong repayment profile.
28,24000,RENT,4.0,MEDICAL,D,7950,15.99,1,0.3312,N,5,0.053,0.3312,<25k,26-35,Established(3-7y),Building(2-5y),0,0,1,1,0.9878547202589312,307,Very High,Reject,Very High risk tier (PD=98.8%) — default probability too high for approval under current risk appetite.
28,35000,RENT,3.0,DEBTCONSOLIDATION,D,7950,15.62,1,0.2271,N,10,0.0355,0.2271,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.9607209172346544,324,Very High,Reject,Very High risk tier (PD=96.1%) — default probability too high for approval under current risk appetite.
35,58788,MORTGAGE,8.0,DEBTCONSOLIDATION,B,2200,11.99,0,0.0374,N,6,0.0045,0.0374,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.1795517743527097,792,Very Low,Approve,Very Low risk tier (PD=18.0%) — strong repayment profile.
29,58800,MORTGAGE,4.0,VENTURE,B,11400,10.99,0,0.1939,N,9,0.0213,0.1939,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.1539493048412788,808,Very Low,Approve,Very Low risk tier (PD=15.4%) — strong repayment profile.
31,13000,RENT,0.0,VENTURE,C,8000,12.84,1,0.6154,N,10,0.079,0.6154,<25k,26-35,Unstable(<1y),Established(5-10y),0,1,0,1,0.9934647591893856,304,Very High,Reject,Very High risk tier (PD=99.3%) — default probability too high for approval under current risk appetite.
27,13500,RENT,2.0,MEDICAL,B,8000,12.18,1,0.5926,N,5,0.0722,0.5926,<25k,26-35,Early(1-3y),Building(2-5y),0,1,0,1,0.996002601637104,302,Very High,Reject,Very High risk tier (PD=99.6%) — default probability too high for approval under current risk appetite.
32,58800,OWN,16.0,PERSONAL,C,7000,13.99,0,0.119,N,7,0.0167,0.119,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.0589681508204333,865,Very Low,Approve,Very Low risk tier (PD=5.9%) — strong repayment profile.
27,18000,RENT,3.0,EDUCATION,B,8000,10.75,1,0.4444,N,10,0.0478,0.4444,<25k,26-35,Early(1-3y),Established(5-10y),0,1,0,1,0.959175319691938,324,Very High,Reject,Very High risk tier (PD=95.9%) — default probability too high for approval under current risk appetite.
29,58800,MORTGAGE,13.0,VENTURE,B,16000,9.88,0,0.2721,N,6,0.0269,0.2721,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.2231413543732252,766,Low,Approve,Low risk tier (PD=22.3%) — acceptable risk under standard policy.
28,58800,MORTGAGE,11.0,VENTURE,A,5500,6.76,0,0.0935,N,9,0.0063,0.0935,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.0420080388568412,875,Very Low,Approve,Very Low risk tier (PD=4.2%) — strong repayment profile.
27,58800,MORTGAGE,0.0,EDUCATION,C,9800,13.22,0,0.1667,Y,9,0.022,0.1667,50-75k,26-35,Unstable(<1y),Established(5-10y),1,0,0,0,0.2446019357532342,753,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
27,18000,RENT,0.0,PERSONAL,B,8000,10.25,1,0.4444,N,10,0.0456,0.4444,<25k,26-35,Unstable(<1y),Established(5-10y),0,1,0,1,0.9672245648000376,320,Very High,Reject,Very High risk tier (PD=96.7%) — default probability too high for approval under current risk appetite.
28,58868,MORTGAGE,12.0,MEDICAL,C,8400,13.57,0,0.1427,Y,9,0.0194,0.1427,50-75k,26-35,Stable(7y+),Established(5-10y),1,0,0,0,0.3272022935863919,704,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
33,19200,RENT,0.0,MEDICAL,A,8000,7.66,1,0.4167,N,6,0.0319,0.4167,<25k,26-35,Unstable(<1y),Established(5-10y),0,1,0,1,0.9589546059626468,325,Very High,Reject,Very High risk tier (PD=95.9%) — default probability too high for approval under current risk appetite.
28,20000,RENT,4.0,MEDICAL,B,8000,12.42,1,0.4,N,8,0.0497,0.4,<25k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.9481239054473996,331,Very High,Reject,Very High risk tier (PD=94.8%) — default probability too high for approval under current risk appetite.
34,59000,OWN,18.0,EDUCATION,A,5500,7.9,0,0.0932,N,8,0.0074,0.0932,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.0129273499632956,892,Very Low,Approve,Very Low risk tier (PD=1.3%) — strong repayment profile.
33,59000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,5500,9.91,0,0.0932,N,9,0.0092,0.0932,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.2271143325827275,764,Low,Approve,Low risk tier (PD=22.7%) — acceptable risk under standard policy.
27,20000,RENT,0.0,PERSONAL,B,8000,11.89,1,0.4,N,10,0.0476,0.4,<25k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.9334033470139248,340,Very High,Reject,Very High risk tier (PD=93.3%) — default probability too high for approval under current risk appetite.
32,20400,RENT,2.0,DEBTCONSOLIDATION,A,8000,8.49,1,0.3922,N,6,0.0333,0.3922,<25k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.94542326129449,333,Very High,Reject,Very High risk tier (PD=94.5%) — default probability too high for approval under current risk appetite.
29,21000,RENT,2.0,EDUCATION,B,8000,11.71,1,0.381,N,7,0.0446,0.381,<25k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.897080816822019,362,Very High,Reject,Very High risk tier (PD=89.7%) — default probability too high for approval under current risk appetite.
35,21340,RENT,0.0,MEDICAL,B,8000,11.14,1,0.3749,N,6,0.0418,0.3749,<25k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.9267418888596944,344,Very High,Reject,Very High risk tier (PD=92.7%) — default probability too high for approval under current risk appetite.
