loan_id,origination_date,origination_month,person_age,age_group,person_income,income_band,person_home_ownership,person_emp_length,employment_stability,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,loan_to_income_ratio,debt_to_income_ratio,cb_person_default_on_file,cb_person_cred_hist_length,credit_history_category,flag_prior_default,flag_high_loan_burden,flag_low_income_high_grade_risk,flag_renter,loan_status,loan_status_label,default_probability,credit_risk_score,risk_tier,loan_decision,decision_reasons,persona
L130062,2024-03-13,2024-03,37,36-45,45000,25-50k,RENT,0.0,Unstable(<1y),EDUCATION,C,6000,12.61,0.1333,0.1333,0.0168,N,17,Deep(10y+),0,0,0,1,0,Non-Default,0.3603694530910786,684,Low,Approve,Low risk tier (PD=36.0%) — acceptable risk under standard policy.,The Moderate Borrower
L130063,2024-09-09,2024-09,36,36-45,50000,25-50k,MORTGAGE,8.0,Stable(7y+),DEBTCONSOLIDATION,A,10000,6.03,0.2,0.2,0.0121,N,13,Deep(10y+),0,0,0,0,0,Non-Default,0.2593775738161177,744,Low,Approve,Low risk tier (PD=25.9%) — acceptable risk under standard policy.,The Steady Earner
L130064,2023-11-07,2023-11,37,36-45,46000,25-50k,RENT,4.0,Established(3-7y),EDUCATION,B,6000,11.49,0.1304,0.1304,0.015,N,13,Deep(10y+),0,0,0,1,0,Non-Default,0.2882063880890292,727,Low,Approve,Low risk tier (PD=28.8%) — acceptable risk under standard policy.,The Moderate Borrower
L130065,2024-01-18,2024-01,37,36-45,50000,25-50k,MORTGAGE,15.0,Stable(7y+),VENTURE,A,8400,6.03,0.168,0.168,0.0101,N,11,Deep(10y+),0,0,0,0,0,Non-Default,0.081775624745464,851,Very Low,Approve,Very Low risk tier (PD=8.2%) — strong repayment profile.,The Steady Earner
L130066,2023-09-28,2023-09,37,36-45,50000,25-50k,MORTGAGE,0.0,Unstable(<1y),PERSONAL,A,3200,7.51,0.064,0.064,0.0048,N,17,Deep(10y+),0,0,0,0,0,Non-Default,0.0665089907333291,860,Very Low,Approve,Very Low risk tier (PD=6.7%) — strong repayment profile.,The Steady Earner
L130067,2023-05-01,2023-05,39,36-45,46500,25-50k,RENT,13.0,Stable(7y+),PERSONAL,A,6000,6.99,0.129,0.129,0.009,N,11,Deep(10y+),0,0,0,1,0,Non-Default,0.1954570799068981,783,Very Low,Approve,Very Low risk tier (PD=19.5%) — strong repayment profile.,The Moderate Borrower
L130068,2024-02-11,2024-02,38,36-45,48000,25-50k,RENT,7.0,Established(3-7y),MEDICAL,B,6000,10.99,0.125,0.125,0.0137,N,17,Deep(10y+),0,0,0,1,0,Non-Default,0.3646485314778224,681,Low,Approve,Low risk tier (PD=36.5%) — acceptable risk under standard policy.,The Moderate Borrower
L130069,2023-09-02,2023-09,43,36-45,48000,25-50k,RENT,1.0,Unstable(<1y),PERSONAL,B,6000,11.14,0.125,0.125,0.0139,N,13,Deep(10y+),0,0,0,1,0,Non-Default,0.3071405677310059,716,Low,Approve,Low risk tier (PD=30.7%) — acceptable risk under standard policy.,The Moderate Borrower
L130070,2023-03-07,2023-03,39,36-45,42000,25-50k,RENT,2.0,Early(1-3y),PERSONAL,F,6000,17.58,0.1429,0.1429,0.0251,N,12,Deep(10y+),0,0,0,1,1,Default,0.947036041581017,332,Very High,Reject,Very High risk tier (PD=94.7%) — default probability too high for approval under current risk appetite.,The High-Risk Applicant
L130071,2023-08-16,2023-08,40,36-45,48000,25-50k,RENT,1.0,Unstable(<1y),VENTURE,B,6000,10.08,0.125,0.125,0.0126,N,13,Deep(10y+),0,0,0,1,0,Non-Default,0.1742887801382991,795,Very Low,Approve,Very Low risk tier (PD=17.4%) — strong repayment profile.,The Moderate Borrower
L130072,2023-05-17,2023-05,44,36-45,50000,25-50k,MORTGAGE,8.0,Stable(7y+),DEBTCONSOLIDATION,B,6000,11.99,0.12,0.12,0.0144,N,17,Deep(10y+),0,0,0,0,0,Non-Default,0.285702649250991,729,Low,Approve,Low risk tier (PD=28.6%) — acceptable risk under standard policy.,The Steady Earner
L130073,2023-07-13,2023-07,36,36-45,44000,25-50k,RENT,2.0,Early(1-3y),HOMEIMPROVEMENT,E,6000,16.82,0.1364,0.1364,0.0229,N,12,Deep(10y+),0,0,0,1,1,Default,0.9586820101926936,325,Very High,Reject,Very High risk tier (PD=95.9%) — default probability too high for approval under current risk appetite.,The Moderate Borrower
L130074,2024-12-06,2024-12,37,36-45,50000,25-50k,MORTGAGE,4.0,Established(3-7y),EDUCATION,A,2325,6.99,0.0465,0.0465,0.0033,N,17,Deep(10y+),0,0,0,0,0,Non-Default,0.0421667648643848,875,Very Low,Approve,Very Low risk tier (PD=4.2%) — strong repayment profile.,The Steady Earner
L130075,2024-10-19,2024-10,41,36-45,50000,25-50k,RENT,0.0,Unstable(<1y),PERSONAL,B,6000,8.88,0.12,0.12,0.0107,N,17,Deep(10y+),0,0,0,1,0,Non-Default,0.2307723410394835,762,Low,Approve,Low risk tier (PD=23.1%) — acceptable risk under standard policy.,The Steady Earner
L130076,2024-10-18,2024-10,40,36-45,44000,25-50k,RENT,0.0,Unstable(<1y),PERSONAL,A,6000,7.49,0.1364,0.1364,0.0102,N,12,Deep(10y+),0,0,0,1,1,Default,0.2214174599526715,767,Low,Approve,Low risk tier (PD=22.1%) — acceptable risk under standard policy.,The Moderate Borrower
L130077,2024-05-03,2024-05,37,36-45,44000,25-50k,RENT,0.0,Unstable(<1y),VENTURE,E,6000,17.04,0.1364,0.1364,0.0232,Y,17,Deep(10y+),1,0,0,1,1,Default,0.8595667505919169,384,Very High,Reject,Very High risk tier (PD=86.0%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L130078,2024-08-06,2024-08,41,36-45,50000,25-50k,RENT,0.0,Unstable(<1y),MEDICAL,B,6000,10.71,0.12,0.12,0.0129,N,11,Deep(10y+),0,0,0,1,0,Non-Default,0.3354785647251543,699,Low,Approve,Low risk tier (PD=33.5%) — acceptable risk under standard policy.,The Steady Earner
L130079,2023-12-20,2023-12,38,36-45,50004,50-75k,RENT,2.0,Early(1-3y),HOMEIMPROVEMENT,C,6000,13.79,0.12,0.12,0.0165,Y,11,Deep(10y+),1,0,0,1,0,Non-Default,0.5908289443065937,546,High,Manual Review,High risk tier (PD=59.1%) — requires underwriter judgement and possibly additional collateral/guarantor. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L130080,2024-12-04,2024-12,43,36-45,50000,25-50k,MORTGAGE,12.0,Stable(7y+),HOMEIMPROVEMENT,B,5000,10.0,0.1,0.1,0.01,N,16,Deep(10y+),0,0,0,0,0,Non-Default,0.2526047007129787,748,Low,Approve,Low risk tier (PD=25.3%) — acceptable risk under standard policy.,The Steady Earner
L130081,2024-07-09,2024-07,47,46+,52000,50-75k,RENT,3.0,Early(1-3y),PERSONAL,B,6000,10.99,0.1154,0.1154,0.0127,N,16,Deep(10y+),0,0,0,1,0,Non-Default,0.2752925923251403,735,Low,Approve,Low risk tier (PD=27.5%) — acceptable risk under standard policy.,The Steady Earner
L130082,2023-06-06,2023-06,36,36-45,52000,50-75k,RENT,0.0,Unstable(<1y),EDUCATION,B,6000,9.99,0.1154,0.1154,0.0115,N,12,Deep(10y+),0,0,0,1,0,Non-Default,0.2113441455199894,773,Low,Approve,Low risk tier (PD=21.1%) — acceptable risk under standard policy.,The Steady Earner
L130083,2024-04-20,2024-04,43,36-45,50000,25-50k,MORTGAGE,2.0,Early(1-3y),DEBTCONSOLIDATION,B,5000,9.63,0.1,0.1,0.0096,N,16,Deep(10y+),0,0,0,0,0,Non-Default,0.1932564757652287,784,Very Low,Approve,Very Low risk tier (PD=19.3%) — strong repayment profile.,The Steady Earner
L130084,2023-01-16,2023-01,38,36-45,50000,25-50k,MORTGAGE,8.0,Stable(7y+),PERSONAL,B,10000,10.99,0.2,0.2,0.022,N,15,Deep(10y+),0,0,0,0,0,Non-Default,0.2910870840890025,725,Low,Approve,Low risk tier (PD=29.1%) — acceptable risk under standard policy.,The Steady Earner
L130085,2023-03-19,2023-03,45,36-45,54981,50-75k,RENT,2.0,Early(1-3y),MEDICAL,A,6000,7.49,0.1091,0.1091,0.0082,N,17,Deep(10y+),0,0,0,1,0,Non-Default,0.1958388505332716,782,Very Low,Approve,Very Low risk tier (PD=19.6%) — strong repayment profile.,The Steady Earner
L130086,2023-02-21,2023-02,39,36-45,55000,50-75k,RENT,2.0,Early(1-3y),EDUCATION,C,6000,12.99,0.1091,0.1091,0.0142,N,13,Deep(10y+),0,0,0,1,0,Non-Default,0.306584925435542,716,Low,Approve,Low risk tier (PD=30.7%) — acceptable risk under standard policy.,The Moderate Borrower
L130087,2024-05-28,2024-05,47,46+,50000,25-50k,MORTGAGE,3.0,Early(1-3y),EDUCATION,C,4000,13.48,0.08,0.08,0.0108,Y,12,Deep(10y+),1,0,0,0,0,Non-Default,0.1756443838127369,795,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L130088,2024-05-18,2024-05,48,46+,49000,25-50k,RENT,2.0,Early(1-3y),EDUCATION,D,6000,14.09,0.1224,0.1224,0.0173,Y,11,Deep(10y+),1,0,0,1,1,Default,0.7828501146421316,430,Very High,Reject,Very High risk tier (PD=78.3%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L130089,2023-03-02,2023-03,43,36-45,50000,25-50k,OWN,3.0,Early(1-3y),MEDICAL,C,5000,13.35,0.1,0.1,0.0134,Y,12,Deep(10y+),1,0,0,0,0,Non-Default,0.0634338856384854,862,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L130090,2023-05-12,2023-05,43,36-45,50000,25-50k,MORTGAGE,11.0,Stable(7y+),MEDICAL,A,11500,7.49,0.23,0.23,0.0172,N,12,Deep(10y+),0,0,0,0,0,Non-Default,0.3047574159835042,717,Low,Approve,Low risk tier (PD=30.5%) — acceptable risk under standard policy.,The Steady Earner
L130091,2024-01-17,2024-01,40,36-45,55182,50-75k,RENT,0.0,Unstable(<1y),VENTURE,A,6000,6.99,0.1087,0.1087,0.0076,N,13,Deep(10y+),0,0,0,1,0,Non-Default,0.0880201789990207,847,Very Low,Approve,Very Low risk tier (PD=8.8%) — strong repayment profile.,The Steady Earner
L130092,2024-07-17,2024-07,44,36-45,44000,25-50k,MORTGAGE,2.0,Early(1-3y),VENTURE,C,5000,12.23,0.1136,0.1136,0.0139,Y,12,Deep(10y+),1,0,0,0,1,Default,0.1410960848441023,815,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L130093,2024-11-22,2024-11,37,36-45,50000,25-50k,MORTGAGE,0.0,Unstable(<1y),EDUCATION,A,20000,6.17,0.4,0.4,0.0247,N,12,Deep(10y+),0,0,0,0,0,Non-Default,0.5686100764305121,559,High,Manual Review,High risk tier (PD=56.9%) — requires underwriter judgement and possibly additional collateral/guarantor.,The Steady Earner
L130094,2024-06-26,2024-06,43,36-45,57000,50-75k,RENT,3.0,Early(1-3y),EDUCATION,B,6000,10.75,0.1053,0.1053,0.0113,N,13,Deep(10y+),0,0,0,1,0,Non-Default,0.2059040664946109,776,Low,Approve,Low risk tier (PD=20.6%) — acceptable risk under standard policy.,The Steady Earner
L130095,2024-02-14,2024-02,42,36-45,57996,50-75k,RENT,26.0,Stable(7y+),VENTURE,A,6000,8.59,0.1035,0.1035,0.0089,N,12,Deep(10y+),0,0,0,1,0,Non-Default,0.1055053037075758,837,Very Low,Approve,Very Low risk tier (PD=10.6%) — strong repayment profile.,The Steady Earner
L130096,2023-06-04,2023-06,48,46+,59000,50-75k,RENT,2.0,Early(1-3y),EDUCATION,A,6000,5.99,0.1017,0.1017,0.0061,N,12,Deep(10y+),0,0,0,1,0,Non-Default,0.0961326890467579,842,Very Low,Approve,Very Low risk tier (PD=9.6%) — strong repayment profile.,The Steady Earner
L130097,2024-09-24,2024-09,39,36-45,60000,50-75k,RENT,2.0,Early(1-3y),DEBTCONSOLIDATION,C,6000,15.27,0.1,0.1,0.0153,N,14,Deep(10y+),0,0,0,1,0,Non-Default,0.5282520317655183,583,Moderate,Approve with Conditions,Moderate risk tier (PD=52.8%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Debt Juggler
L130098,2023-02-20,2023-02,38,36-45,60000,50-75k,RENT,0.0,Unstable(<1y),HOMEIMPROVEMENT,C,6000,13.57,0.1,0.1,0.0136,Y,15,Deep(10y+),1,0,0,1,0,Non-Default,0.5241827765909737,585,Moderate,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L130099,2023-04-05,2023-04,42,36-45,50000,25-50k,MORTGAGE,5.0,Established(3-7y),EDUCATION,B,7000,10.99,0.14,0.14,0.0154,N,12,Deep(10y+),0,0,0,0,0,Non-Default,0.1689944897174018,799,Very Low,Approve,Very Low risk tier (PD=16.9%) — strong repayment profile.,The Steady Earner
L130100,2024-11-18,2024-11,38,36-45,50000,25-50k,MORTGAGE,4.0,Established(3-7y),VENTURE,B,10000,11.86,0.2,0.2,0.0237,N,11,Deep(10y+),0,0,0,0,0,Non-Default,0.1977070408292382,781,Very Low,Approve,Very Low risk tier (PD=19.8%) — strong repayment profile.,The Steady Earner
L130101,2024-06-06,2024-06,37,36-45,50000,25-50k,MORTGAGE,6.0,Established(3-7y),MEDICAL,B,16000,10.99,0.32,0.32,0.0352,N,12,Deep(10y+),0,0,0,0,0,Non-Default,0.5717231639675898,557,High,Manual Review,High risk tier (PD=57.2%) — requires underwriter judgement and possibly additional collateral/guarantor.,The Steady Earner
L130102,2024-06-07,2024-06,41,36-45,50000,25-50k,MORTGAGE,24.0,Stable(7y+),DEBTCONSOLIDATION,A,5000,6.76,0.1,0.1,0.0068,N,12,Deep(10y+),0,0,0,0,0,Non-Default,0.1259936953667391,824,Very Low,Approve,Very Low risk tier (PD=12.6%) — strong repayment profile.,The Steady Earner
L130103,2023-12-21,2023-12,36,36-45,31000,25-50k,RENT,3.0,Early(1-3y),VENTURE,A,7100,8.9,0.229,0.229,0.0204,N,12,Deep(10y+),0,0,0,1,0,Non-Default,0.3888398840281496,667,Moderate,Approve with Conditions,Moderate risk tier (PD=38.9%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Moderate Borrower
L130104,2023-02-14,2023-02,36,36-45,50000,25-50k,MORTGAGE,2.0,Early(1-3y),MEDICAL,C,16000,13.48,0.32,0.32,0.0431,N,15,Deep(10y+),0,0,0,0,0,Non-Default,0.6337565396899854,520,High,Manual Review,High risk tier (PD=63.4%) — requires underwriter judgement and possibly additional collateral/guarantor.,The Established Homeowner
L130105,2023-07-24,2023-07,36,36-45,50000,25-50k,MORTGAGE,13.0,Stable(7y+),PERSONAL,C,12250,12.73,0.245,0.245,0.0312,N,12,Deep(10y+),0,0,0,0,0,Non-Default,0.4394348508953752,636,Moderate,Approve with Conditions,Moderate risk tier (PD=43.9%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Established Homeowner
L130106,2024-12-31,2024-12,37,36-45,24000,<25k,RENT,4.0,Established(3-7y),MEDICAL,A,7000,6.92,0.2917,0.2917,0.0202,N,14,Deep(10y+),0,0,0,1,0,Non-Default,0.7671430927818488,440,Very High,Reject,Very High risk tier (PD=76.7%) — default probability too high for approval under current risk appetite.,The Moderate Borrower
L130107,2024-03-06,2024-03,40,36-45,50000,25-50k,MORTGAGE,5.0,Established(3-7y),HOMEIMPROVEMENT,D,6000,14.96,0.12,0.12,0.018,Y,16,Deep(10y+),1,0,0,0,0,Non-Default,0.8504439253908359,390,Very High,Reject,Very High risk tier (PD=85.0%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L130108,2023-09-13,2023-09,46,46+,65000,50-75k,RENT,1.0,Unstable(<1y),EDUCATION,B,6000,12.69,0.0923,0.0923,0.0117,N,13,Deep(10y+),0,0,0,1,0,Non-Default,0.2276743593115715,763,Low,Approve,Low risk tier (PD=22.8%) — acceptable risk under standard policy.,The Steady Earner
L130109,2023-09-05,2023-09,40,36-45,50000,25-50k,MORTGAGE,1.0,Unstable(<1y),EDUCATION,B,12000,10.99,0.24,0.24,0.0264,N,15,Deep(10y+),0,0,0,0,0,Non-Default,0.3048213058254507,717,Low,Approve,Low risk tier (PD=30.5%) — acceptable risk under standard policy.,The Steady Earner
L130110,2024-06-16,2024-06,49,46+,50000,25-50k,MORTGAGE,8.0,Stable(7y+),PERSONAL,C,15850,14.26,0.317,0.317,0.0452,N,17,Deep(10y+),0,0,0,0,0,Non-Default,0.5707961908634839,558,High,Manual Review,High risk tier (PD=57.1%) — requires underwriter judgement and possibly additional collateral/guarantor.,The Established Homeowner
L130111,2023-02-10,2023-02,38,36-45,50000,25-50k,MORTGAGE,6.0,Established(3-7y),PERSONAL,D,3000,15.05,0.06,0.06,0.009,N,12,Deep(10y+),0,0,0,0,0,Non-Default,0.6710255027480901,497,High,Manual Review,High risk tier (PD=67.1%) — requires underwriter judgement and possibly additional collateral/guarantor.,The Established Homeowner
L130112,2024-04-03,2024-04,48,46+,66000,50-75k,RENT,6.0,Established(3-7y),VENTURE,B,6000,11.89,0.0909,0.0909,0.0108,N,11,Deep(10y+),0,0,0,1,0,Non-Default,0.1500719601477837,810,Very Low,Approve,Very Low risk tier (PD=15.0%) — strong repayment profile.,The Steady Earner
L130113,2023-10-04,2023-10,42,36-45,66500,50-75k,RENT,8.0,Stable(7y+),VENTURE,B,6000,10.25,0.0902,0.0902,0.0092,N,15,Deep(10y+),0,0,0,1,0,Non-Default,0.1209790356041702,827,Very Low,Approve,Very Low risk tier (PD=12.1%) — strong repayment profile.,The Steady Earner
L130114,2023-07-14,2023-07,44,36-45,50000,25-50k,OWN,6.0,Established(3-7y),VENTURE,C,8500,13.48,0.17,0.17,0.0229,N,15,Deep(10y+),0,0,0,0,0,Non-Default,0.0456348557368395,873,Very Low,Approve,Very Low risk tier (PD=4.6%) — strong repayment profile.,The Moderate Borrower
L130115,2023-03-12,2023-03,38,36-45,50000,25-50k,MORTGAGE,5.0,Established(3-7y),DEBTCONSOLIDATION,A,3000,7.49,0.06,0.06,0.0045,N,17,Deep(10y+),0,0,0,0,0,Non-Default,0.0980395991519822,841,Very Low,Approve,Very Low risk tier (PD=9.8%) — strong repayment profile.,The Steady Earner
L130116,2023-09-27,2023-09,36,36-45,50000,25-50k,OWN,1.0,Unstable(<1y),HOMEIMPROVEMENT,B,15200,12.21,0.304,0.304,0.0371,N,15,Deep(10y+),0,0,0,0,0,Non-Default,0.2608140892950332,744,Low,Approve with Conditions,Low risk tier (PD=26.1%) — acceptable risk under standard policy. | Loan-to-income ratio exceeds 30% — recommend reduced loan amount or additional income verification.,The Steady Earner
L130117,2023-12-01,2023-12,39,36-45,50000,25-50k,MORTGAGE,1.0,Unstable(<1y),EDUCATION,A,8000,7.68,0.16,0.16,0.0123,N,14,Deep(10y+),0,0,0,0,0,Non-Default,0.1245813503080943,825,Very Low,Approve,Very Low risk tier (PD=12.5%) — strong repayment profile.,The Steady Earner
L130118,2024-08-07,2024-08,47,46+,70000,50-75k,RENT,3.0,Early(1-3y),HOMEIMPROVEMENT,A,6000,8.49,0.0857,0.0857,0.0073,N,12,Deep(10y+),0,0,0,1,0,Non-Default,0.2464563535212419,752,Low,Approve,Low risk tier (PD=24.6%) — acceptable risk under standard policy.,The Steady Earner
L130119,2023-11-04,2023-11,44,36-45,70000,50-75k,RENT,15.0,Stable(7y+),DEBTCONSOLIDATION,A,6000,5.79,0.0857,0.0857,0.005,N,16,Deep(10y+),0,0,0,1,0,Non-Default,0.1417001083891005,815,Very Low,Approve,Very Low risk tier (PD=14.2%) — strong repayment profile.,The Steady Earner
L130120,2024-03-02,2024-03,36,36-45,70000,50-75k,RENT,4.0,Established(3-7y),VENTURE,A,6000,7.29,0.0857,0.0857,0.0062,N,15,Deep(10y+),0,0,0,1,0,Non-Default,0.0685677457151681,859,Very Low,Approve,Very Low risk tier (PD=6.9%) — strong repayment profile.,The Steady Earner
L130121,2023-07-18,2023-07,39,36-45,70000,50-75k,RENT,1.0,Unstable(<1y),HOMEIMPROVEMENT,A,6000,8.94,0.0857,0.0857,0.0077,N,12,Deep(10y+),0,0,0,1,0,Non-Default,0.263263281214539,742,Low,Approve,Low risk tier (PD=26.3%) — acceptable risk under standard policy.,The Steady Earner
L130122,2023-03-17,2023-03,40,36-45,71599,50-75k,RENT,0.0,Unstable(<1y),EDUCATION,A,6000,9.63,0.0838,0.0838,0.0081,N,17,Deep(10y+),0,0,0,1,0,Non-Default,0.1295444948985896,822,Very Low,Approve,Very Low risk tier (PD=13.0%) — strong repayment profile.,The Steady Earner
L130123,2024-10-19,2024-10,49,46+,50000,25-50k,MORTGAGE,4.0,Established(3-7y),DEBTCONSOLIDATION,A,10000,9.07,0.2,0.2,0.0181,N,15,Deep(10y+),0,0,0,0,0,Non-Default,0.3180531109103994,709,Low,Approve,Low risk tier (PD=31.8%) — acceptable risk under standard policy.,The Steady Earner
L130124,2024-06-08,2024-06,43,36-45,72000,50-75k,RENT,5.0,Established(3-7y),MEDICAL,B,6000,12.42,0.0833,0.0833,0.0104,N,17,Deep(10y+),0,0,0,1,0,Non-Default,0.293839062747338,724,Low,Approve,Low risk tier (PD=29.4%) — acceptable risk under standard policy.,The Steady Earner
L130125,2024-10-02,2024-10,50,46+,56100,50-75k,RENT,3.0,Early(1-3y),MEDICAL,D,6000,16.49,0.107,0.107,0.0176,Y,14,Deep(10y+),1,0,0,1,1,Default,0.875866784748095,374,Very High,Reject,Very High risk tier (PD=87.6%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L130126,2023-08-18,2023-08,43,36-45,72600,50-75k,RENT,2.0,Early(1-3y),PERSONAL,A,6000,7.49,0.0826,0.0826,0.0062,N,15,Deep(10y+),0,0,0,1,0,Non-Default,0.1144271893081002,831,Very Low,Approve,Very Low risk tier (PD=11.4%) — strong repayment profile.,The Steady Earner
L130127,2023-03-26,2023-03,36,36-45,44000,25-50k,MORTGAGE,9.0,Stable(7y+),DEBTCONSOLIDATION,D,9400,13.3,0.2136,0.2136,0.0284,N,15,Deep(10y+),0,0,0,0,1,Default,0.8834547551451267,370,Very High,Reject,Very High risk tier (PD=88.3%) — default probability too high for approval under current risk appetite.,The Established Homeowner
L130128,2023-06-11,2023-06,37,36-45,74568,50-75k,RENT,0.0,Unstable(<1y),VENTURE,C,6000,14.26,0.0805,0.0805,0.0115,N,17,Deep(10y+),0,0,0,1,0,Non-Default,0.2122487334365461,773,Low,Approve,Low risk tier (PD=21.2%) — acceptable risk under standard policy.,The Moderate Borrower
L130129,2024-02-01,2024-02,36,36-45,44004,25-50k,MORTGAGE,1.0,Unstable(<1y),MEDICAL,B,1800,10.0,0.0409,0.0409,0.0041,N,13,Deep(10y+),0,0,0,0,1,Default,0.1168907068753919,830,Very Low,Approve,Very Low risk tier (PD=11.7%) — strong repayment profile.,The Established Homeowner
L130130,2024-01-06,2024-01,39,36-45,60520,50-75k,RENT,6.0,Established(3-7y),MEDICAL,D,6000,15.33,0.0991,0.0991,0.0152,Y,15,Deep(10y+),1,0,0,1,1,Default,0.8485858895975191,391,Very High,Reject,Very High risk tier (PD=84.9%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L130131,2024-07-16,2024-07,38,36-45,78000,75-100k,RENT,2.0,Early(1-3y),MEDICAL,A,6000,6.99,0.0769,0.0769,0.0054,N,15,Deep(10y+),0,0,0,1,0,Non-Default,0.1255852942749493,825,Very Low,Approve,Very Low risk tier (PD=12.6%) — strong repayment profile.,The Steady Earner
L130132,2023-08-03,2023-08,41,36-45,78000,75-100k,RENT,3.0,Early(1-3y),HOMEIMPROVEMENT,B,6000,9.63,0.0769,0.0769,0.0074,N,11,Deep(10y+),0,0,0,1,0,Non-Default,0.2821396738924359,731,Low,Approve,Low risk tier (PD=28.2%) — acceptable risk under standard policy.,The Steady Earner
L130133,2023-01-01,2023-01,37,36-45,79000,75-100k,RENT,2.0,Early(1-3y),DEBTCONSOLIDATION,B,6000,10.0,0.0759,0.0759,0.0076,N,16,Deep(10y+),0,0,0,1,0,Non-Default,0.240330757401094,756,Low,Approve,Low risk tier (PD=24.0%) — acceptable risk under standard policy.,The Steady Earner
L130134,2024-01-12,2024-01,47,46+,50004,50-75k,MORTGAGE,22.0,Stable(7y+),VENTURE,A,8000,7.49,0.16,0.16,0.012,N,15,Deep(10y+),0,0,0,0,0,Non-Default,0.0884334181437909,847,Very Low,Approve,Very Low risk tier (PD=8.8%) — strong repayment profile.,The Steady Earner
L130135,2024-02-16,2024-02,46,46+,50004,50-75k,MORTGAGE,5.0,Established(3-7y),PERSONAL,A,3000,8.59,0.06,0.06,0.0052,N,13,Deep(10y+),0,0,0,0,0,Non-Default,0.0752092144818753,855,Very Low,Approve,Very Low risk tier (PD=7.5%) — strong repayment profile.,The Steady Earner
L130136,2024-09-26,2024-09,38,36-45,80000,75-100k,RENT,17.0,Stable(7y+),PERSONAL,B,6000,11.83,0.075,0.075,0.0089,N,12,Deep(10y+),0,0,0,1,0,Non-Default,0.2144694283399538,771,Low,Approve,Low risk tier (PD=21.4%) — acceptable risk under standard policy.,The Steady Earner
L130137,2023-07-19,2023-07,40,36-45,80000,75-100k,RENT,0.0,Unstable(<1y),MEDICAL,A,6000,8.94,0.075,0.075,0.0067,N,11,Deep(10y+),0,0,0,1,0,Non-Default,0.1610913928224818,803,Very Low,Approve,Very Low risk tier (PD=16.1%) — strong repayment profile.,The Steady Earner
L130138,2023-07-02,2023-07,36,36-45,80000,75-100k,RENT,7.0,Established(3-7y),HOMEIMPROVEMENT,C,6000,12.87,0.075,0.075,0.0097,N,16,Deep(10y+),0,0,0,1,0,Non-Default,0.4353512776474971,639,Moderate,Approve with Conditions,Moderate risk tier (PD=43.5%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Moderate Borrower
L130139,2024-02-14,2024-02,48,46+,50016,50-75k,OTHER,1.0,Unstable(<1y),MEDICAL,B,10400,11.58,0.2079,0.2079,0.0241,N,11,Deep(10y+),0,0,0,0,0,Non-Default,0.4262179798831322,644,Moderate,Approve with Conditions,Moderate risk tier (PD=42.6%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Steady Earner
L130140,2024-02-02,2024-02,39,36-45,86000,75-100k,RENT,19.0,Stable(7y+),HOMEIMPROVEMENT,D,6000,14.84,0.0698,0.0698,0.0104,Y,13,Deep(10y+),1,0,0,1,0,Non-Default,0.861784070057871,383,Very High,Reject,Very High risk tier (PD=86.2%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L130141,2023-08-04,2023-08,37,36-45,86000,75-100k,RENT,0.0,Unstable(<1y),PERSONAL,A,6000,7.14,0.0698,0.0698,0.005,N,17,Deep(10y+),0,0,0,1,0,Non-Default,0.0934059080715959,844,Very Low,Approve,Very Low risk tier (PD=9.3%) — strong repayment profile.,The Steady Earner
L130142,2023-12-15,2023-12,36,36-45,50400,50-75k,MORTGAGE,7.0,Established(3-7y),HOMEIMPROVEMENT,A,12700,7.29,0.252,0.252,0.0184,N,13,Deep(10y+),0,0,0,0,0,Non-Default,0.4599092913254228,624,Moderate,Approve with Conditions,Moderate risk tier (PD=46.0%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Steady Earner
